content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,review_without_stopwords,wordCount,wordCount_after_stopwords
buruk. masa ga ke simpan anjir mana udah sepedaan berjam-jam,2,0.0,0.0,Negative,buruk. ga simpan anjir udah sepedaan berjam-jam,10,7
aplikasi yang sangat bagus untuk berolahraga,5,0.0,0.0,Positive,aplikasi bagus berolahraga,6,3
good app,5,0.7,0.6000000000000001,Positive,good app,2,2
mantab,5,0.0,0.0,Positive,mantab,1,1
bagus,5,0.0,0.0,Positive,bagus,1,1
kereen,5,0.0,0.0,Positive,kereen,1,1
bermanfaat..,5,0.0,0.0,Positive,bermanfaat..,1,1
manatap ini aplikasi supaya tambah semangat lagi bersepeda,5,0.0,0.0,Positive,manatap aplikasi semangat bersepeda,8,4
keren,4,0.0,0.0,Positive,keren,1,1
"sinkronisasi dengan apk zepp kurang akurat, selalu kurang dari jarak yang di aplikasi nya + map nya yang keluar jalur",4,0.0,0.0,Positive,"sinkronisasi apk zepp akurat, jarak aplikasi nya + map nya jalur",20,11
jelek,1,0.0,0.0,Negative,jelek,1,1
woww,5,0.0,0.0,Positive,woww,1,1
baik,5,0.0,0.0,Positive,,1,0
good,4,0.7,0.6000000000000001,Positive,good,1,1
"gak akurat, km ny ngaco",1,0.0,0.0,Negative,"gak akurat, km ny ngaco",5,5
nice,4,0.6,1.0,Positive,nice,1,1
serasa ada asisten olahraga mantap,5,0.0,0.0,Positive,serasa asisten olahraga mantap,5,4
di grafik kecepatan maks 70 an...tapi di ringkasannya 100 an km per jam...,4,0.0,0.0,Positive,grafik kecepatan maks 70 an...tapi ringkasannya 100 an km jam...,13,10
"cape² , malah eror",1,0.0,0.0,Negative,"cape² , eror",4,3
keren 👍👍👍,5,0.0,0.0,Positive,keren 👍👍👍,2,2
good job,5,0.7,0.6000000000000001,Positive,good job,2,2
"gak bisa nunjukin aktivitas terakhir, katanya masih proses karena sinyal tapi faktanya sinyalnya bagus² aja tuh",1,0.0,0.0,Negative,"gak nunjukin aktivitas terakhir, proses sinyal faktanya sinyalnya bagus² aja tuh",16,11
top,5,0.5,0.5,Positive,top,1,1
oke,5,0.0,0.0,Positive,oke,1,1
aplikasi yang bagus untuk merekam kegiatan bersepeda.,5,0.0,0.0,Positive,aplikasi bagus merekam kegiatan bersepeda.,7,5
mantap,5,0.0,0.0,Positive,mantap,1,1
temen olahraga yg setia menemani hehe...,5,0.0,0.0,Positive,temen olahraga yg setia menemani hehe...,6,6
gue ke bantu banget dengan app ini. bisa mengetahui kec. lari & jarak km yg udah d tempuh,5,0.0,0.0,Positive,gue bantu banget app ini. kec. lari & jarak km yg udah d tempuh,18,14
aplikasinya sangat luar biasa bagus buat para pemula yg menekuni olahraga lari untuk kesehatan akurasinya sangat bagus detail laporan aktifitas nya pun luar biasa lengkap,5,0.0,0.0,Positive,aplikasinya bagus pemula yg menekuni olahraga lari kesehatan akurasinya bagus detail laporan aktifitas nya lengkap,25,15
why processing activity strava take a time too long... my internet conection was good,1,0.32499999999999996,0.5,Negative,why processing activity strava take a time too long... my internet conection was good,14,14
nice,5,0.6,1.0,Positive,nice,1,1
keren,5,0.0,0.0,Positive,keren,1,1
"sangat membantu dalam menghitung jarak, kecepatan dll, tks strava 👍👍",5,0.0,0.0,Positive,"membantu menghitung jarak, kecepatan dll, tks strava 👍👍",10,8
"klo dl asal gowes. g tau dpt brp km. g tau speed brp. trus serasa gowes sendiri. sejak pake strava plus pake cyclocomp, jadi tau jarak brp, speed brp, hr brp, cadence brp. gowes jadi terukur. serasa g gowes sendiri setelah join club. jd lebih bersemangat gowes. makasi strava",5,0.0,0.0,Positive,"klo dl gowes. g tau dpt brp km. g tau speed brp. trus serasa gowes sendiri. pake strava plus pake cyclocomp, tau jarak brp, speed brp, hr brp, cadence brp. gowes terukur. serasa g gowes join club. jd bersemangat gowes. makasi strava",49,42
good,5,0.7,0.6000000000000001,Positive,good,1,1
keren...👍👍👍👍,5,0.0,0.0,Positive,keren...👍👍👍👍,1,1
good aplication,5,0.7,0.6000000000000001,Positive,good aplication,2,2
juoss,5,0.0,0.0,Positive,juoss,1,1
good,5,0.7,0.6000000000000001,Positive,good,1,1
ok,5,0.5,0.5,Positive,ok,1,1
nice,5,0.6,1.0,Positive,nice,1,1
saya baru ingin menggunakan aplikasi ini saya coba nanti kalo ada sepedanya dan sekarang saya kasih ranting 2 dulu soalnya saya belom mencobanya sama sekali ya.,2,0.0,0.0,Negative,aplikasi coba kalo sepedanya kasih ranting 2 belom mencobanya ya.,26,10
sangat membantu,5,0.0,0.0,Positive,membantu,2,1
yos,5,0.0,0.0,Positive,yos,1,1
gak jelas kita udah jauh walking sekitar 10 kilo ..yg terecord cuma 1 kilo lebih ...aplikasinya gak akurat kecewa berat...,1,0.0,0.0,Negative,gak udah walking 10 kilo ..yg terecord 1 kilo ...aplikasinya gak akurat kecewa berat...,20,14
bagus akurasi km yang di tempuh,5,0.0,0.0,Positive,bagus akurasi km tempuh,6,4
the gps didn't work and it can't be used,1,0.0,0.0,Negative,the gps didn't work and it can't be used,9,9
is cool,5,0.35,0.65,Positive,is cool,2,2
mantap walaupun terkadang sering error,5,0.0,0.0,Positive,mantap terkadang error,5,3
ga akurat...gausah download..!!,1,0.0,0.0,Negative,ga akurat...gausah download..!!,3,3
aplikasi wajib.. buat goweser 👍,5,0.0,0.0,Positive,aplikasi wajib.. goweser 👍,5,4
"asholatu wa salamu alaika wa ala alika yaa sayyidi yaa rasuulallooh. alhamdulillah, aplikasi ini sangat bermanfaat bagi saya sekeluarga, terimakasih strava, salam medal",5,0.0,0.0,Positive,"asholatu wa salamu alaika wa ala alika yaa sayyidi yaa rasuulallooh. alhamdulillah, aplikasi bermanfaat sekeluarga, terimakasih strava, salam medal",23,19
sering error sekarang,3,0.0,0.0,Neutral,error,3,1
sangat bermanfaat,5,0.0,0.0,Positive,bermanfaat,2,1
bagus banget,5,0.0,0.0,Positive,bagus banget,2,2
nice,5,0.6,1.0,Positive,nice,1,1
ko eror knp ya...,5,0.0,0.0,Positive,ko eror knp ya...,4,4
"4 bintang dulu yach 🤭 ntar kalau lancar , tambah 1 bintang lagi🤭",4,0.0,0.0,Positive,"4 bintang yach 🤭 ntar lancar , 1 bintang lagi🤭",13,10
mantab,5,0.0,0.0,Positive,mantab,1,1
nice,5,0.6,1.0,Positive,nice,1,1
kok error teruss,1,0.0,0.0,Negative,error teruss,3,2
"apk ini sangat membantu untuk berapa lama aku berolahraga dan bisa mengecek berapa km aku sepedahan. makasih y strava ini sangat membantu sekali pesan ini. untuk orang lain yang blm download, download sekarang!!!",5,0.0,0.0,Positive,"apk membantu berolahraga mengecek km sepedahan. makasih y strava membantu pesan ini. orang blm download, download sekarang!!!",33,17
strava ok,5,0.5,0.5,Positive,strava ok,2,2
"saya pengguna free, walaupun fitur terbatas akan tetapi tidak menghalangi saya untuk memakai strava sebagai teman olahraga saya",5,0.4,0.8,Positive,"pengguna free, fitur terbatas menghalangi memakai strava teman olahraga",18,9
👍,5,0.0,0.0,Positive,👍,1,1
ok tapi sekarang error leaderboard ga jalan,5,0.5,0.5,Positive,ok error leaderboard ga jalan,7,5
"not good, the map often draws straight lines, even though i've done the application settings correctly",1,-0.07499999999999998,0.5,Negative,"not good, the map often draws straight lines, even though i've done the application settings correctly",16,16
strava sahabatku,5,0.0,0.0,Positive,strava sahabatku,2,2
sangat good👍👍👍👍,5,0.0,0.0,Positive,good👍👍👍👍,2,1
"luar biasaa, sangat membantu...",5,0.0,0.0,Positive,"biasaa, membantu...",4,2
bagus....cuma kalau bisa setting juga bahasa indonesia.,5,0.0,0.0,Positive,bagus....cuma setting bahasa indonesia.,7,4
bravo,5,0.0,0.0,Positive,bravo,1,1
wowww amazing with strava,5,0.6000000000000001,0.9,Positive,wowww amazing with strava,4,4
aplikasi bagus. terimakasih,5,0.0,0.0,Positive,aplikasi bagus. terimakasih,3,3
mantab tenan aplikasi ne,5,0.0,0.0,Positive,mantab tenan aplikasi ne,4,4
saya berharap agar semua jam tangan smartwatch agar bisa dikoneksikan ke strava,4,0.0,0.0,Positive,berharap jam tangan smartwatch dikoneksikan strava,12,6
"mayan lahh, worth it",5,0.3,0.1,Positive,"mayan lahh, worth it",4,4
semoga aplikasi strava lebih baik lagi,4,0.0,0.0,Positive,semoga aplikasi strava,6,3
good,5,0.7,0.6000000000000001,Positive,good,1,1
pokoknya mantap semua terrecord,5,0.0,0.0,Positive,pokoknya mantap terrecord,4,3
aku sagat bangga karena aplikasinya ini sanggar memuaskan masa delapan kami,5,0.0,0.0,Positive,sagat bangga aplikasinya sanggar memuaskan delapan,11,6
km sama pace sering ngestuck error tolong diperbaiki lagi lah,2,0.0,0.0,Negative,km pace ngestuck error tolong diperbaiki,10,6
👍👍👍,5,0.0,0.0,Positive,👍👍👍,1,1
oke,5,0.0,0.0,Positive,oke,1,1
sangat bagus👍👍👍,5,0.0,0.0,Positive,bagus👍👍👍,2,1
mengetahui progres,5,0.0,0.0,Positive,progres,2,1
top lah..,5,0.5,0.5,Positive,top lah..,2,2
n #,2,0.0,0.0,Negative,n #,2,2
keren ... 👍🏻,5,0.0,0.0,Positive,keren ... 👍🏻,3,3
good...,4,0.7,0.6000000000000001,Positive,good...,1,1
👍,5,0.0,0.0,Positive,👍,1,1
bagus sekali,5,0.0,0.0,Positive,bagus,2,1
"pembacaan rute tidak akurat, pengukuran waktu. juga sama, saya sudah 3x menemui situasi begini. selalu tidak akurat. sangat mengecewakan, karena tidak mendapatkan pengukuran data rute yang akurat yang sangat saya perlukan. padahal ini sangat penting buat saya. semoga segera diperbaiki. kalau tidak sia-sia saja pembacaan rute rencana saya ke depannya.",1,0.0,0.0,Negative,"pembacaan rute akurat, pengukuran waktu. sama, 3x menemui situasi begini. akurat. mengecewakan, pengukuran data rute akurat perlukan. saya. semoga diperbaiki. sia-sia pembacaan rute rencana depannya.",50,25
bersepeda dengan strava bisa tercontol kecepatan dan jalan yang kita lewati canggih benar,5,0.0,0.0,Positive,bersepeda strava tercontol kecepatan jalan lewati canggih,13,7
oke googl com luar biasa..trmksh google saya bisa melihat org2 yg hbtdisini.salam 2022 .sukses buat semua.,5,0.0,0.0,Positive,oke googl com biasa..trmksh google org2 yg hbtdisini.salam 2022 .sukses semua.,16,11
saya pakek sepeda pancal. kok bisa max speed 180km?? rugi dong jauh2 tp ga masuk dileaderboard club,1,0.0,0.0,Negative,pakek sepeda pancal. max speed 180km?? rugi jauh2 tp ga masuk dileaderboard club,17,13
amplikasi strava..jadikan untuk buka kan akun saya yang terblokir bisa gak. tolong,3,0.0,0.0,Neutral,amplikasi strava..jadikan buka akun terblokir gak. tolong,12,7
kadang putus sinyal gps klo d daerah plosok,4,0.0,0.0,Positive,kadang putus sinyal gps klo d daerah plosok,8,8
侯澤揮,5,0.0,0.0,Positive,侯澤揮,1,1
sangat membantu untuk kbutuhan olahraga terutama main sepeda dan lari,5,0.16666666666666666,0.3333333333333333,Positive,membantu kbutuhan olahraga main sepeda lari,10,6
keren banget,5,0.0,0.0,Positive,keren banget,2,2
"aplikasi nya bagus, tapi harus nya harus di benerin dulu garis ga sih?",3,0.0,0.0,Neutral,"aplikasi nya bagus, nya benerin garis ga sih?",13,8
good,5,0.7,0.6000000000000001,Positive,good,1,1
sangat membantu melihat progress latihan sepeda,5,0.0,0.0,Positive,membantu progress latihan sepeda,6,4
aku,4,0.0,0.0,Positive,,1,0
nice dude,5,0.6,1.0,Positive,nice dude,2,2
good,5,0.7,0.6000000000000001,Positive,good,1,1
aku suka,5,0.0,0.0,Positive,suka,2,1
sangat membantu untuk berolahraga,5,0.0,0.0,Positive,membantu berolahraga,4,2
mantaao dan kereen,5,0.0,0.0,Positive,mantaao kereen,3,2
bintang nya segini dulu.. kenapa berenang foto/aktifitas tidak bisa di share spt berlari n bersepeda?,3,0.0,0.0,Neutral,bintang nya segini dulu.. berenang foto/aktifitas share spt berlari n bersepeda?,15,11
uwoww,5,0.0,0.0,Positive,uwoww,1,1
bagus,5,0.0,0.0,Positive,bagus,1,1
aplikasi yg bisa menemani hari2 olahragamu,5,0.0,0.0,Positive,aplikasi yg menemani hari2 olahragamu,6,5
mantap kali bah,5,0.0,0.0,Positive,mantap kali bah,3,3
strava ok..,5,0.0,0.0,Positive,strava ok..,2,2
mantap,5,0.0,0.0,Positive,mantap,1,1
keren,5,0.0,0.0,Positive,keren,1,1
cukup membantu rwport perjalanan bersepeda.,5,0.0,0.0,Positive,membantu rwport perjalanan bersepeda.,5,4
ok,5,0.5,0.5,Positive,ok,1,1
kerennn,5,0.0,0.0,Positive,kerennn,1,1
keren 👍,5,0.0,0.0,Positive,keren 👍,2,2
cara pakainya mudah,5,0.0,0.0,Positive,pakainya mudah,3,2
mantap,5,0.0,0.0,Positive,mantap,1,1
bagus,5,0.0,0.0,Positive,bagus,1,1
bagus,5,0.0,0.0,Positive,bagus,1,1
lumayan,4,0.0,0.0,Positive,lumayan,1,1
sangat bermanfaat dan termotivasi,5,0.0,0.0,Positive,bermanfaat termotivasi,4,2
top markotop membantu untuk biar badan biar seger dan sehat bismillah 2022 bisa turun berat badannya dan lebih sehat aamiin,5,0.5,0.5,Positive,top markotop membantu biar badan biar seger sehat bismillah 2022 turun berat badannya sehat aamiin,20,15
kenapa sekarang sering eror....?,1,0.0,0.0,Negative,eror....?,4,1
"aplikasi sudah bagus tapi kenapa gps tidak mau tracking padahal sudah menyala, kalau dibawa lari dan ingin di save dibilang ""you need to move"" kesel lama lama udah lari jauh jauh tapi nggak ke track, tolong dibalas dan dibenahi permasalahannya",4,0.0,0.0,Positive,"aplikasi bagus gps tracking menyala, dibawa lari save dibilang ""you need to move"" kesel udah lari nggak track, tolong dibalas dibenahi permasalahannya",40,22
ok,5,0.5,0.5,Positive,ok,1,1
di hp saya kok eror trus ya,4,0.0,0.0,Positive,hp eror trus ya,7,4
cool,5,0.35,0.65,Positive,cool,1,1
mantap,5,0.0,0.0,Positive,mantap,1,1
ok,5,0.5,0.5,Positive,ok,1,1
"pace sering error nih. beberapa kali tiba2 pace saya jadi 4 wow banget itu.. dan hal mustahil 😥 tapi bagaimanapun, aplikasi ini amat sangat membantu. semoga terus melakukan perbaikan dan inovasi.",5,0.1,1.0,Positive,"pace error nih. kali tiba2 pace 4 wow banget itu.. mustahil 😥 bagaimanapun, aplikasi membantu. semoga perbaikan inovasi.",31,18
"after the update, the km not accurate",2,-0.20000000000000004,0.6333333333333334,Negative,"after the update, the km not accurate",7,7
thanks strava,5,0.2,0.2,Positive,thanks strava,2,2
👍👍👍,5,0.0,0.0,Positive,👍👍👍,1,1
goood,5,0.0,0.0,Positive,goood,1,1
aplikasinya keren karena terhubung dengan aplikasi lain,5,0.0,0.0,Positive,aplikasinya keren terhubung aplikasi,7,4
aplikasi yang pendukung dalam rekam kegiatan olah raga sehingga bisa menjadikan kita untuk mencapai target minggu per minggu,5,0.0,0.0,Positive,aplikasi pendukung rekam kegiatan olah raga menjadikan mencapai target minggu minggu,18,11
ok,3,0.5,0.5,Neutral,ok,1,1
maknyos gan,5,0.0,0.0,Positive,maknyos gan,2,2
sangat membantu untuk kontrol kebugaran dan kebenaran cara beraktivitas dalam berbagai jenis kegiatan fisik yg akurat,4,0.0,0.0,Positive,membantu kontrol kebugaran kebenaran beraktivitas jenis kegiatan fisik yg akurat,16,10
"tolong untuk update data device smartwatch yang ada, garmin tactix delta solar yang digunakan, pada aplikasi ini dibaca fenix 6x.",4,0.0,0.0,Positive,"tolong update data device smartwatch ada, garmin tactix delta solar digunakan, aplikasi dibaca fenix 6x.",20,15
"mantappp,",4,0.0,0.0,Positive,"mantappp,",1,1
bagus sekali,5,0.0,0.0,Positive,bagus,2,1
1`•~ez,1,0.0,0.0,Negative,1`•~ez,1,1
walau kadang eror cukup bagus untuk mengukur kecepatan berlari dan bersepeda maupun jalan.,5,0.0,0.0,Positive,kadang eror bagus mengukur kecepatan berlari bersepeda jalan.,13,8
sangat membantu,5,0.0,0.0,Positive,membantu,2,1
👍👍👍,3,0.0,0.0,Neutral,👍👍👍,1,1
"gabisa connect dari xoss g+, why??",5,0.0,0.0,Positive,"gabisa connect xoss g+, why??",6,5
terbantukan dgn aplikasi ini semangat olga,5,0.0,0.0,Positive,terbantukan dgn aplikasi semangat olga,6,5
teman olahraga terbaik,5,0.0,0.0,Positive,teman olahraga terbaik,3,3
awesome,4,1.0,1.0,Positive,awesome,1,1
nice aplication,5,0.6,1.0,Positive,nice aplication,2,2
bagus,5,0.0,0.0,Positive,bagus,1,1
lumayan,4,0.0,0.0,Positive,lumayan,1,1
"ok, mantab tab tab bro",5,0.5,0.5,Positive,"ok, mantab tab tab bro",5,5
"app nya bagus cuma kadang maps nya eroro, tapi saya ga sepenuhnya nyalahin app ini, kemungkinan sinyal dan kuota saya juga ngaruh",5,0.0,0.0,Positive,"app nya bagus kadang maps nya eroro, ga sepenuhnya nyalahin app ini, sinyal kuota ngaruh",22,15
👍,5,0.0,0.0,Positive,👍,1,1
"udah lama pake, tapi lama kelamaan eror, gps nggak sesuai, kandang bolak balik sendiri. udah lebih 10km malah eror, buat emosi.",1,0.0,0.0,Negative,"udah pake, eror, gps nggak sesuai, kandang bolak sendiri. udah 10km eror, emosi.",21,13
bintang 4 dulu ya. cek hingga akhir tahun ini. jika normal dan bagus bisa tambah lg karena dlm pekan ini sering error,4,0.15,0.6499999999999999,Positive,bintang 4 ya. cek ini. normal bagus lg dlm pekan error,22,11
ok banget,5,0.5,0.5,Positive,ok banget,2,2
the best,5,1.0,0.3,Positive,the best,2,2
"alhamdulillaah,..",4,0.0,0.0,Positive,"alhamdulillaah,..",1,1
ok,5,0.5,0.5,Positive,ok,1,1
so many error in calculating the distance,4,0.5,0.5,Positive,so many error in calculating the distance,7,7
good 👍👍👍,5,0.7,0.6000000000000001,Positive,good 👍👍👍,2,2
cukup,4,0.0,0.0,Positive,,1,0
mantap,5,0.0,0.0,Positive,mantap,1,1
terbaik,5,0.0,0.0,Positive,terbaik,1,1
bad,1,-0.6999999999999998,0.6666666666666666,Negative,bad,1,1
👍👍👍👍👍,5,0.0,0.0,Positive,👍👍👍👍👍,1,1
strava luar biasa sangat membantu aktivitas gowes,5,0.0,0.0,Positive,strava membantu aktivitas gowes,7,4
bagus. cuman kadang lost gps di tempat2 tertentu,4,0.0,0.0,Positive,bagus. cuman kadang lost gps tempat2,8,6
sangat membantu untuk mengontrol dan meningkatkan upaya menjaga kesehatan dan kebugaran,5,0.0,0.0,Positive,membantu mengontrol meningkatkan upaya menjaga kesehatan kebugaran,11,7
membantu untk jarak dalam melasanakn kegiatan olaraga,3,0.0,0.0,Neutral,membantu untk jarak melasanakn kegiatan olaraga,7,6
good,4,0.7,0.6000000000000001,Positive,good,1,1
"no goal calories.. no setting goal on daily and weekly to push sporter achieve commitment goals.. when in workout navigator not much give an info to give encouragement to sporter.. expensive for premium.. when upload from cyclo there difference, not exact result on cyclo, no export to relive..",4,-0.18125,0.2875,Positive,"no goal calories.. no setting goal on daily and weekly to push sporter achieve commitment goals.. when in workout navigator not much give an info to give encouragement to sporter.. expensive for premium.. when upload from cyclo there difference, not exact result on cyclo, no export to relive..",48,48
good,5,0.7,0.6000000000000001,Positive,good,1,1
"sudah bagus.. saran : tambahkan fitur indoor cycling agar bisa merecord bersepeda indoor melalui aplikasi ini, terima kasih",5,0.0,0.0,Positive,"bagus.. saran : tambahkan fitur indoor cycling merecord bersepeda indoor aplikasi ini, terima kasih",18,14
mantabs....,5,0.0,0.0,Positive,mantabs....,1,1
ok,5,0.5,0.5,Positive,ok,1,1
kadang2 suka eror,5,0.0,0.0,Positive,kadang2 suka eror,3,3
so far so good,5,0.39999999999999997,0.8,Positive,so far so good,4,4
ok,5,0.5,0.5,Positive,ok,1,1
sangat membantu,5,0.0,0.0,Positive,membantu,2,1
ok,5,0.5,0.5,Positive,ok,1,1
sangat membantu dalam berolahraga khususnya lari,5,0.0,0.0,Positive,membantu berolahraga lari,6,3
"bangke lah. udah lari jauh-jauh, pas dicek ternyata disconnect dan historinya ga tersimpan",1,0.0,0.0,Negative,"bangke lah. udah lari jauh-jauh, pas dicek disconnect historinya ga tersimpan",13,11
done,5,0.0,0.0,Positive,done,1,1
👍,5,0.0,0.0,Positive,👍,1,1
nice for my bike data trainer...,5,0.6,1.0,Positive,nice for my bike data trainer...,6,6
"bagus, tapi ga bisa diinstall.. ketahan di progress 90%",5,0.0,0.0,Positive,"bagus, ga diinstall.. ketahan progress 90%",9,6
thanks strava,5,0.2,0.2,Positive,thanks strava,2,2
ok,5,0.5,0.5,Positive,ok,1,1
"aplikasi lari yang sangat nyaman dan friendly user. bisa terhubung ke amazfit juga sih untungnya. walau ada selisih jarak, tapi worth it banget",5,0.3375,0.3,Positive,"aplikasi lari nyaman friendly user. terhubung amazfit sih untungnya. selisih jarak, worth it banget",23,14
nice,5,0.6,1.0,Positive,nice,1,1
tdk akurat,1,0.0,0.0,Negative,tdk akurat,2,2
"aplikasi yg bagus,dan buat kalian yg bilang rute gak akurat coba nyalain data sama gps supaya akurat,sekian dari saya semoga membantu, terimakasih 🙏",5,0.0,0.0,Positive,"aplikasi yg bagus,dan yg bilang rute gak akurat coba nyalain data gps akurat,sekian semoga membantu, terimakasih 🙏",23,17
bagus,5,0.0,0.0,Positive,bagus,1,1
"udah lari larian, di play dan finsh malah gak keluar hasil nya",2,0.0,0.0,Negative,"udah lari larian, play finsh gak hasil nya",12,8
good,5,0.7,0.6000000000000001,Positive,good,1,1
good,5,0.7,0.6000000000000001,Positive,good,1,1
akurasi mantap,5,0.0,0.0,Positive,akurasi mantap,2,2
mantap,5,0.0,0.0,Positive,mantap,1,1
good job...,5,0.7,0.6000000000000001,Positive,good job...,2,2
good,5,0.7,0.6000000000000001,Positive,good,1,1
"aplikasi nya bagus,,,akurat jg,tapi saat siang hari kadang gps nya putus²jadi max speed nya ga kebaca dengan detail,tapi gpp deh,thx strava👍🙏",5,0.0,0.0,Positive,"aplikasi nya bagus,,,akurat jg,tapi siang kadang gps nya putus²jadi max speed nya ga kebaca detail,tapi gpp deh,thx strava👍🙏",21,18
good,5,0.7,0.6000000000000001,Positive,good,1,1
mantab,5,0.0,0.0,Positive,mantab,1,1
payah,1,0.0,0.0,Negative,payah,1,1
mantap,5,0.0,0.0,Positive,mantap,1,1
bagus 👍,5,0.0,0.0,Positive,bagus 👍,2,2
"rute tidak sesuai, kadang melenceng dari rute yg dilewati",2,0.0,0.0,Negative,"rute sesuai, kadang melenceng rute yg dilewati",9,7
"gak bs di upgrade,,pas dpake jarak dan wkt gk jln 😛",2,0.0,0.0,Negative,"gak bs upgrade,,pas dpake jarak wkt gk jln 😛",11,9
sangat bagus,5,0.0,0.0,Positive,bagus,2,1
good app,5,0.7,0.6000000000000001,Positive,good app,2,2
kadang pacenya tidak sesuai,4,0.0,0.0,Positive,kadang pacenya sesuai,4,3
"saya memakai realme 8 5g gambar peta nggak sesuai rute, padahal kemarin di redmi 9c normal. apanya ya min?",3,0.15,0.6499999999999999,Neutral,"memakai realme 8 5g gambar peta nggak sesuai rute, kemarin redmi 9c normal. apanya ya min?",19,16
mantul,4,0.0,0.0,Positive,mantul,1,1
top tp kadang suka error,5,0.5,0.5,Positive,top tp kadang suka error,5,5
good,5,0.7,0.6000000000000001,Positive,good,1,1
aplikasi yg cocok bagi penggowes,5,0.0,0.0,Positive,aplikasi yg cocok penggowes,5,4
good aplication,5,0.7,0.6000000000000001,Positive,good aplication,2,2
"aplikasi pencuri 😡🤬 saya sama sekali tidak pernah klik berlangganan, tiba2 saja saldo shopepay saya terpotong 869000 krn bayar berlangganan apk ini. padahal saya sama sekali tidak pernah klik berlangganan. pakepun cuma sekali krn saya sudah nemu apk yg lebih akurat, apknya pun sdah saya hapus tapi tiba2 masuk pemberitahuan pembayaran langganan. dasar aplikasi penipu, pencuri",1,0.0,0.0,Negative,"aplikasi pencuri 😡🤬 klik berlangganan, tiba2 saldo shopepay terpotong 869000 krn bayar berlangganan apk ini. klik berlangganan. pakepun krn nemu apk yg akurat, apknya sdah hapus tiba2 masuk pemberitahuan pembayaran langganan. dasar aplikasi penipu, pencuri",56,35
sering error,4,0.0,0.0,Positive,error,2,1
cukup untuk yg baru coba,5,0.0,0.0,Positive,yg coba,5,2
without strava im nothing 🤪,5,0.0,0.0,Positive,without strava im nothing 🤪,5,5
mantap lah,5,0.0,0.0,Positive,mantap,2,1
udah capek capek lari 30 menit eh malah waktunya gak sesuai saat di finis tolong di perbaiki lagi,1,0.0,0.0,Negative,udah capek capek lari 30 menit eh gak sesuai finis tolong perbaiki,18,12
ok mantap,5,0.5,0.5,Positive,ok mantap,2,2
ok,5,0.5,0.5,Positive,ok,1,1
kurang valid nih traking distance-nya,2,0.0,0.0,Negative,valid nih traking distance-nya,5,4
pendamping lari saya terbaik,5,0.0,0.0,Positive,pendamping lari terbaik,4,3
manfaat buat goweser,5,0.0,0.0,Positive,manfaat goweser,3,2
"utk pemula seperti saya apk ini sangat membantu, kalau bisa di tambahin fitur heart rate nya. 😊😁",5,0.0,0.0,Positive,"utk pemula apk membantu, tambahin fitur heart rate nya. 😊😁",17,10
"awalnya aja yg akurat, sudah 3 x terakhir ini error terus, jarak ga sesuai, perjalanan gowes ga ngikutin rute malah narik garis lurus, hadeuhh.. tolong diperbaiki",1,0.0,0.0,Negative,"aja yg akurat, 3 x error terus, jarak ga sesuai, perjalanan gowes ga ngikutin rute narik garis lurus, hadeuhh.. tolong diperbaiki",26,21
sangat senang bersepada menyehatkan beaya murah,2,0.0,0.0,Negative,senang bersepada menyehatkan beaya murah,6,5
kdang kurang akurat sih,4,0.0,0.0,Positive,kdang akurat sih,4,3
"auto stopped, harusnya dapet 25km, tiba2 berhenti di 17km. udah kedua kalinya.",3,0.0,0.0,Neutral,"auto stopped, dapet 25km, tiba2 berhenti 17km. udah kalinya.",12,9
termotivasi oleh strava,5,0.0,0.0,Positive,termotivasi strava,3,2
bagus,4,0.0,0.0,Positive,bagus,1,1
cool,5,0.35,0.65,Positive,cool,1,1
gak akurat !!!,1,0.0,0.0,Negative,gak akurat !!!,3,3
yang bilang ngaco itu mungkin koneksinya ga stabil... maklumin aja,5,0.0,0.0,Positive,bilang ngaco koneksinya ga stabil... maklumin aja,10,7
👍,5,0.0,0.0,Positive,👍,1,1
nice,5,0.6,1.0,Positive,nice,1,1
mantab. sangat membantu dalam mencatat dan memberikan saran untuk meningkatkan kemampuan dalam berolahraga.,5,0.0,0.0,Positive,mantab. membantu mencatat saran meningkatkan kemampuan berolahraga.,13,7
good and frendly,5,0.7,0.6000000000000001,Positive,good and frendly,3,3
coba sinkronisasi data di google fit ke strava gak bisa ya ?,3,0.4,0.4,Neutral,coba sinkronisasi data google fit strava gak ya ?,12,9
sangat membantu,5,0.0,0.0,Positive,membantu,2,1
"bagus diawal doank,semakin kesini semakin ngaco.gps gak akurat, jarak tempuh pun jg gak sesuai.terpaksa uninstall. lebih akurat & nyaman di app sebelah",1,0.0,0.0,Negative,"bagus diawal doank,semakin kesini ngaco.gps gak akurat, jarak tempuh jg gak sesuai.terpaksa uninstall. akurat & nyaman app sebelah",22,18
this is terrifying.. ive been run for long distance.. but never get accurate with my maps.. hi developer. u have to work hard,1,-0.23541666666666666,0.6437499999999999,Negative,this is terrifying.. ive been run for long distance.. but never get accurate with my maps.. hi developer. u have to work hard,23,23
bagus,5,0.0,0.0,Positive,bagus,1,1
"jarak tidak sesuai, rute melenceng tolong diperbaiki ya",1,0.0,0.0,Negative,"jarak sesuai, rute melenceng tolong diperbaiki ya",8,7
great app,5,0.8,0.75,Positive,great app,2,2
